,artid,view,title,category,x,y
30,10492,28.476835617603264,在物理学家眼中，宇宙竟然是一台量子计算机？| 傅渥成集智专场直播,6,20.32148408660781,27.166122587771195
31,10435,31.977706114255234,Nature神经科学：看书学习很困难？因为大脑太古板！,4,4.908706045523068,4.662601085695957
32,10401,38.66978060695918,张江：破解复杂世界的规模法则 | 广州线下活动预告,3,24.148847461203108,48.06665663281425
33,10404,34.96508356606913,Nature人类行为: 群体间的弱纽带如何促进合作形成,16,11.730928687849104,35.413848783703095
34,10371,45.21162380883615,张江: “务虚”的“系统物理学”——傅渥成新书《宇宙从何而来》推荐序,6,11.737912902783215,26.64758834712632
35,10308,44.02234734428178,重大突破：最近邻搜索算法的通用算法,4,6.127188854308231,-5.7530953136144305
36,10309,51.76545677303023,上海活动：规模法则如何制约生长与死亡 | AI&amp;Society第九期预告,6,24.831677938646344,21.186945135148495
37,10365,41.22109174531955,"游戏博弈论：洞悉“剪刀-石头-布""背后的纳什均衡",3,9.491027200945256,43.38487873040208
38,10264,37.22556757410968,进展 | 量子物理与机器学习结合，产生新思路,6,17.37874229955095,26.794153712777817
39,10199,31.595570769071973,第九届全球复杂系统会议（ICCS）精选内容推荐,16,14.143023515015797,39.470622085626516
40,10235,22.86020879378903,放弃Julia？长文解析对Julia的质疑错在哪里,3,21.114808188814088,53.28461581629775
41,10202,43.11199729670388,与树共舞：分形舞蹈可视化,16,17.91731901896976,44.28362971384879
42,14,50.45714539295257,Nature：如何把数千种奇异的拓扑材料一网打尽,4,-30.67597942135821,-8.874429176324782
43,36,53.4396033836081,专访凝聚态物理学家文小刚：为什么他能获得国际大奖？,3,15.302434180181722,52.952864121288926
44,50,30.92107799609164,机器学习如何提高搜索新粒子的能力,6,16.80160318044867,18.811167180859265
45,61,47.05465709329929,张江：破解复杂世界的规模法则 | 广州线下活动,16,28.801443984245218,45.262345003375955
46,2146,22.730605900484772,神书《GEB》作者侯世达再次来到集智俱乐部开讲：脑海的本质 |  特邀讲座,13,4.884917860196787,10.23910474323457
47,5072,15.600964329490443,除了Alpha狗，人工智能还有两只猫！| 张江,3,21.273511562757022,46.78136235327849
48,307,16.04856215725483,点击「编辑」，做些改变，按下「保存」，你将影响世界！,4,6.36981556594894,-1.245489366884726
49,4878,17.4553270128035,从AI高考透视人工智能进展,16,20.839119308312632,43.08054422266955
50,4912,15.284593544561115,AI创业：品牌与投融资 | 讲座,1,-20.403257720051492,-4.333719319402789
51,4932,15.331619662707482,从语音到语言读书会 | 你敢来吗？,6,20.555148669706703,29.255370785952223
52,5015,15.800476362966581,机器也有好奇心吗？| 李嫣然,13,8.315932272943117,9.398385888271891
53,4983,15.01312649851807,柯洁和AlphaGo大战之观后感：我们还没准备好和AI共生 | 黄钊,16,17.101460316257956,40.07990590739615
54,4955,16.320023715729576,AI打游戏背后的技术原理 | 张江,16,20.889724855769497,39.581711024912615
55,5056,15.320307962439163,今日公开讲座：基于深度学习原理的语音识别,4,7.264691112190041,-0.3728773114029082
56,5044,16.577098186891426,今日直播：深度强化学习的三种方法,4,-3.6891952450408625,2.872556416259078
57,5106,21.48766679726107,深入浅出 GAN·原理篇文字版（完整）| 干货,3,19.19415573171524,53.31514437811914
58,5094,15.164499713182087,通用人工智能之梦 | 直播,4,8.549629800924063,5.602857419584776
59,339,51.80733726708573,如何利用小数据进行金融欺诈——图网络的对抗样本,13,14.018779051866943,11.620742166452368
60,352,17.261854761379016,看细菌如何创造超流体 | 生物学与流体力学交叉研究,4,14.682223787085777,-4.959347186527875
61,365,33.64777395327546,科普 | 用绵羊解释熵——从冰块融化到时间箭头之谜,16,15.291534543873029,43.59762044502318
62,6976,19.807679230156438,量子>经典——科学家们找到了量子计算有用性的关键证据！,4,2.6056552386640055,-2.0856604938861847
63,403,25.02029707578714,Science经典回顾：计算社会科学诞生宣言,6,16.52387734318597,28.51590011470673
64,416,17.637930220962723,蛾子为什么会飞上 C 罗的眼角？看城市如何创造新物种,4,1.3228927287348604,5.875367088941142
65,433,29.43896461129782,PNAS前沿：你在网络中的位置如何给你带来全局影响力？,13,13.24059780532708,4.6245370934575725
66,457,17.42644050563412,论文解读 ：区块链技术如何堵上深度学习的隐私漏洞？,6,14.381897977942355,27.877497289106632
67,474,16.440389558130473,圣塔菲研究所提出的新排序算法：从鹦鹉啄序到终身教职,4,1.0748823390323017,6.6522360821439745
68,4430,17.671407014587754,直播预告|看涨还是看跌，智能投顾成为自然语言理解最佳竞技场,13,10.65161593908701,14.308130618371624
69,6061,15.017514221433647,「缘」来如此：集智俱乐部参访龙泉寺小记,13,4.600344406717643,9.186575560383616
70,8443,15.946361738913048,基于神经网络的智能控制技术及其发展趋势 | 公开活动,4,-0.2201498646594928,-8.398220555275273
71,8528,15.125002604527484,“AI视野”系列课程第1期——迎接AI时代公测课程全部开启,16,21.417683479531867,41.81965139548572
72,323,31.268710187385533,如何根据社交网络演化识别极端恐怖组织的形成？,13,10.247323642676523,10.024395506333912
73,10525,49.16077879126279,数字二向箔：从一到一百万的奇妙涌现,12,3.5684561453866177,-13.934021688399403
74,10028,17.184721314433133,走向未来：互联网发展进化的原因究竟是什么,16,22.1122756933609,44.658491655971666
75,10039,37.74333976653028,"两级分化与""回声效应"": 基于大数据和复杂网络角度的社会科学研究",4,-0.4535253250982261,19.195712682115207
76,10054,15.278265647310999,自然语言处理与深度学习读书会开始报名了！,4,8.377978643743464,-0.888093526508871
77,10067,22.60968384274492,复杂性文摘翻译 | 集智开新专栏啦！,16,18.96985228162328,41.53413966798667
78,10110,18.168770249553685,美女姐姐诚招室友,4,-5.045623190244169,2.417441055517931
79,10121,23.43861467891198,自然语言处理与深度学习: 集智俱乐部活动笔记（含活动视频）,16,16.984405534692332,37.10254300943448
80,10148,41.941343090065075,生命进化版的2048通关名单揭晓,4,-15.295139653450946,1.4457680519124745
81,10160,16.96210401716235,傅渥成的 Live ——复杂系统的简化模型（1）：无处不在的「随机行走」,4,-3.505522880060414,0.06449236245269332
82,10171,15.723143276375628,新书上市！《走近2050》,16,21.297783474207634,31.54569754231286
83,81,52.96228633589939,全网首发Julia中文视频教程：1小时上手机器学习的明日之星,16,7.106040660217074,39.43476652101017
84,10293,44.77880547910419,Julia语言极简入门教程,3,9.791400075698524,52.18162030657447
85,95,47.88938459425322,Science Robotics：无人机的自组织飞行和集群智慧,4,-17.06967774608191,18.359148120893952
86,107,28.043019530590286,如何检测社团内的嵌套结构？,6,12.785532221807955,31.482319292842856
87,123,20.874808104850995,社交网络上的多数幻觉：你的朋友总是比你拥有更多的朋友吗？,13,9.731202565369763,7.926775845131788
88,133,21.9898014780889,PNAS重磅：词向量带你洞悉美国性别与种族歧视的100年历史演变,16,17.752591605012153,38.8239731294837
89,6917,17.207029928850005,上海活动：规模法则如何制约生长与死亡 | AI&Society第九期预告,0,8.480231095420352,0.48117558697247115
90,227,22.00329325829621,Science Advances重磅：大数据揭露美国劳动市场如何两极化,6,19.239441466145923,20.215890193777167
91,285,23.236214050726765,Science：白鹳的集体行为与全局迁徙模式,4,11.77797218797641,-4.40999703903602
92,1023,30.660632598110972,Nature通讯最新复杂性科学论文综述（2015-2018）| 附60篇论文合集,3,21.088791210883098,50.2837609849833
93,1094,29.0467280554099,王小川：企业与生命体 | 《规模》线上赠书活动,13,10.022487453530296,4.822118923965002
94,1113,30.751265191907596,种群结构如何影响自然选择？ | 图论对进化生物学的启发,7,-9.396994893730787,-18.934350428164056
95,1128,20.992734716220642,张江：寻找人工智能时代的牛顿 | 线上讲座解读新书《规模》,6,17.104138519416075,24.739023392428305
96,1149,15.934997501777486,玻璃物理学：一扇通往生物学研究的窗户,13,6.709581916072373,5.785731643712333
97,7046,46.059512465933494,图网络——融合推理与学习的全新深度学习架构 | AI&Society第八期预告,6,20.79727977610766,15.700421615860606
98,1184,38.49377891641424,为什么鸟看到的世界你体会不了？因为它们的眼里隐藏着秘密,4,15.799044567219466,10.426221540896991
99,1201,16.36982043689689,提高科学影响力的关键因素是什么？| 复杂性文摘6篇,13,11.904742711112728,13.215191736926844
100,1216,46.920413255348556,一文读懂复杂网络与群体智慧,6,21.16201970278149,22.552616908775978
101,1241,31.99103006010492,吕琳媛：复杂世界，简单法则 | 新书推荐《规模》,13,8.134615034108837,14.249112429829957
102,1259,30.103316675143958,贫困妨碍认知功能？| Science 经典论文回顾,4,-15.604706263665982,6.665394594236202
103,1278,22.925867241342225,小世界网络、偏好依附机制、跨学科研究——网络科学20年,13,16.819888578310305,14.087085319921492
104,1294,20.924436039875783,如何对复杂系统进行重整化？机器学习可以给你答案 | 傅渥成,6,13.601145995913287,18.791834370712138
105,1314,23.657443131383552,大脑如何在临界点附近玩跷跷板？,6,14.977640201217461,24.058563760915415
106,1330,21.347248609267115,对称性与拓扑序：新型量子计算机的物理基础,4,1.0417417690521287,8.07663806771465
107,1358,15.571202806487433,科学家竟然创造出了新的语言结构？ | 集智科学家公开讲座预告,12,6.075231453861127,-15.946755502403224
108,1371,28.69023894559951,北大女神带你进入计算机视觉的神奇世界 | 新课上线,13,4.2437980655679235,8.147822972684073
109,1385,19.278218157232168,一枚硬币翻两面：金钱刺激可以同时增加信心和偏见 | Science Advances 论文解读,4,12.49311981228419,3.427710714310255
110,1404,17.136717328731276,发动特朗普的列车：理解政治操控社区中的集体行动 | 复杂性文摘7篇,6,16.75437674544421,20.699622238769667
111,1423,21.215501878431816,重磅：我们可以从科学的角度解读意识吗？| Science 综述,16,19.654251982441764,40.078318774252516
112,1441,18.543407238278085,意识如何自下而上地涌现？来自系统生物学的启示 | 长文综述,16,19.346599712724505,37.73460404744699
113,1470,20.038082025663403,论文速递：关系式归纳偏好、深度学习和图网络,12,2.715737939575857,-3.9386376541976778
114,1481,16.504253448427374,可交互的对抗网络如何增强人类创造力？,6,15.446350443868774,30.016669741673958
115,1511,41.978664743938566,小群体如何改变大习俗？ | Science 最新论文,16,24.47452963708756,39.09791098745012
116,1529,15.84349746314874,洞察谜题 : 用简单的数学模型探索复杂的因果关系,1,-14.307650604931949,-3.6713450415595457
117,1543,26.315645743320225,还原小型大脑：小小虫脑里的复杂神经网络 | 连接组学研究,4,-4.289925983719273,5.397508699817817
118,1558,16.476696227752498,计算社会科学时代的来临 | 小世界网络之父邓肯·瓦茨经典回顾,15,-7.101937533465447,6.0920711107915935
119,1573,51.28505436666181,深度学习新星 | 图卷积神经网络（GCN）有多强大？,13,5.938904028510443,19.012729439944344
120,1609,26.460527802122908,前沿综述：细数2018年最好的词嵌入和句嵌入技术,4,2.0296270611842413,9.163134348381758
121,1626,17.061066737129874,上海城市网格数据揭示经济社会变迁 | 复杂性文摘5篇,4,11.518981680720218,-8.392313742899947
122,1836,16.38007800084553,细胞需要多少基因？一个都不能少！,2,4.1531488337820335,-19.105216420158104
123,1851,24.647358092247643,侯世达集智俱乐部专场讲座 | 从表象到本质：是类比在激燃思维吗？,6,9.316346158397566,19.440636493048235
124,1884,16.711040881457844,2018北京师范大学复杂系统优秀大学生夏令营招生启事,4,-5.495454253600065,-4.012273540383151
125,1895,18.359219728067984,Nature最新论文解读：最小车队问题与“乌托邦”交通系统 | 张江,4,0.30693547558096707,10.48728875614646
126,1914,15.071523868683538,地球生物总量的83%竟然都是植物 | 计量生物学研究,14,24.570634589881866,-21.137822334021713
127,1924,15.03110278378055,“NP随机漫步的傻瓜”遇上“GEB集大成者”的机缘与洞见 | 集智上海读书会招募,13,11.285773154983364,5.245465029021001
128,1943,17.7209624602895,仅占地球生物总量0.01%的人类，圈养了96%的哺乳动物 | 计量生物学研究,4,-7.825137322765179,-8.987339733254974
129,1958,15.764822887566135,如何预测Twitter用户的地理位置| 复杂性文摘10篇,17,36.35417938232422,12.37702465057373
130,1986,17.58748664571319,Nature | 自动驾驶调度算法有望将出租车数量减少一半（内附论文原文）,2,11.659679575980418,-20.793103954860314
131,1999,19.912723606723425,《GEB》作者侯世达集智专场讲座，正在直播！,2,-3.0051420311342283,-24.238681833054066
132,2011,21.18827275093178,走向“生长”机器人：从细胞到植物仿生机器人的历史演变,16,20.54944075345396,33.63993549525811
133,2027,31.928065189706512,如何用 Mathematica  窥探质数分布中隐藏的分形规律,4,-2.2428151196874047,-3.218973574192131
134,2046,18.16476361747721,前沿综述：关系数据纷繁复杂，如何捕捉其中结构？,13,7.752723972876021,6.898499695330541
135,2090,26.407069639316646,质数分布、晶体衍射和分形几何——竟然被一个小实验联系到了一块儿,12,-4.456622695948095,-11.152996508906158
136,2104,30.6114625166922,如何从经济学家的视角理解 AI 革命？| AI&Society 第七期预告,4,10.240341673681447,2.375681382562245
137,2124,19.26369408011482,「简洁」又堪比「百科全书」的编程语言，了解一下？| 推荐课程,13,7.009943829105126,8.512837167208268
138,2163,22.033527453891423,论文解读：复杂网络的多尺度动态嵌入技术,6,17.27164319895015,22.4843582864013
139,2195,40.822839043367566,几何深度学习前沿,13,14.344681556074354,14.766128033528242
140,2217,15.647306922909465,探寻宇宙的脉搏，解密同步的奥秘 |  “复杂性理论”开创性研究者斯蒂芬·斯托加茨重磅新作,13,5.642343322850729,8.487115534676242
141,2451,35.7099111519358,下一秒火焰如何燃烧？机器学习成功预测混沌,6,13.590153997214648,22.84614048144657
142,2473,44.63405895478353,讲座报名：多主体仿真与人工社会 | AI&Society 第六期,4,4.325945318645694,25.485761391390753
143,2495,40.41601523747458,经济学范式的转移：复杂性科学家对信息经济学做出开创性研究,13,16.199957081562033,16.91258928748322
144,2515,36.62895008271887,侯世达：机器可以“翻译”但不能真正理解 | AI&Society,13,12.767998046547243,16.246250647052353
145,2558,21.906724638684828,Barabási 组最新研究成果：如何从300万种图书中脱颖而出？,4,-7.390931852170796,-6.469353711394574
146,2583,21.1536396125889,复杂性科学又出科普好书，你写书评我送书！,13,9.139765809441975,6.6940220833501165
147,2601,46.193605174617836,解读幂律与无标度网络 | 网络科学入门,6,7.886648036502944,29.60952007510999
148,2656,23.861023330073337,写代码测污染，赢大奖保家园！ | KDD Cup 2018 邀请函,19,35.264862906905734,1.050640941088172
149,7201,40.03797184770509,侯世达来了！人的创造力VS人工智能 | AI&Society 第五期,4,15.408146904885147,-1.671353448417874
150,2688,16.591340577203216,Paper 已经过时——计算机时代科学传播方式的变革,6,15.196508333118391,21.091699289401806
151,1644,31.709462674913418,反转时间之箭，量子力学如何挑战热力学第二定律？,4,18.672870194103446,9.53518539426147
152,1659,20.079568259259077,集智学园（北京）科技有限公司招聘启事,8,-2.3750566468151084,14.82983943216157
153,1670,29.25090975230257,机器学习能否破解混沌？| PRL论文详解,4,2.4747902502431343,15.021247325047506
154,7065,38.48032384912443,人工智能时代，“经济奇点”即将来临？| AI&Society 第七期回顾,6,20.115592240716396,17.726227431323487
155,1728,25.179025248623503,论文解读：从乌合之众到群体智慧的一步之遥,4,10.913274920071009,11.09833103384105
156,1757,18.236480190061247,2018中央财经大学金融科技方向硕士夏令营招生启事,6,14.249860161910089,20.035109416531768
157,1767,29.404221628855325,计算复杂性理论前沿：UG 猜想证明的新突破,4,-2.2152587975728713,2.473546285827498
158,1790,16.212649199072306,贝叶斯网络之父：如何真正教会机器理解,4,5.780507533189835,-0.3434382806137657
159,1804,39.16043236439158,做科研做到绝望是一种什么样的体验？,10,-5.697046002907353,-29.18699811483217
160,1819,18.335996446662403,《复杂》作者Science综述：与时俱进的多主体仿真模型,4,7.6892641204336964,5.229910385728982
161,735,16.713345160211414,Nature 研究：所谓黄金年龄在科学家和艺术家身上可能并不存在,7,-11.382234569234884,-11.744222882613405
162,747,26.883737661841955,Nature 最新：你的创作高峰即将到来，赶快趁热打铁迎接“奇迹年”！,19,28.512732663799696,1.7254380613100506
163,764,26.89105352004569,ECCV2018论文解读：用回归方法判断热度图中的人体姿态,4,-2.8364562722186903,8.352139020821898
164,765,18.344587916413552,ECCV2018论文解读：用回归方法判断热度图中的人体姿态,4,-0.6536515250909735,8.543427348373442
165,816,16.077857529484483,直播预告：2018北师大复杂系统夏令营名师专题讲座,4,12.134857696440061,-7.138189004298583
166,841,21.892879424687415,有神经网络才能学习？没头脑的黏菌也可以,18,-22.99694463678375,6.8358413558782685
167,857,34.7872507647163,小装置，大未来：量子机器学习1.0时代,16,17.903278825928012,32.47245738482589
168,880,43.93165222023846,前沿解读：人类流动的建模及其应用,4,8.82663455470474,12.338904525353998
169,977,17.639357164686288,Barabási组最新进展：如何利用网络科学控制秀丽线虫大脑？| 内附Python源码下载,6,20.32381046405348,25.16005729946284
170,487,26.031599659628107,Nature：AI可能是性别和种族歧视分子？改进训练数据与算法迫在眉睫！,4,-15.597186413194562,-1.4085036126876018
171,6349,52.68530897000374,Python过时了？和 C 一样快的科学计算语言Julia了解一下！ | 公开课&线下活动预告,16,7.352170268858182,33.44482400383485
172,519,54.0,网络、几何与机器学习 | 集智-凯风研读营2018,4,-0.5233903668194232,27.665951663343556
173,549,50.20348667205384,经典综述回顾：计算社会科学的5种研究方法,4,20.24017641522995,11.451417962952306
174,565,43.68130296916371,Nature 新评：利用3D图像揭密果蝇大脑,12,7.845007519816406,-5.054873893388966
175,576,27.05282649048921,Cell 最新：科学家成功绘制出完整的果蝇大脑神经网络！,0,22.052172065957173,-6.530857606034802
176,591,34.066496512002324,论文解读：解救深度学习过拟合的神器——非线性系数,17,29.166663313010424,20.710780945829466
177,651,34.64909061257116,用GCN图卷积网络预测海量药物相互作用，医生再也不怕开错药了！,1,-18.36475158195783,-1.5289852261892536
178,666,19.21175517477126,脸太大计算机无法识别？这儿有一个优雅的技术解决方案,4,-4.59166761917994,-0.5508367874988044
179,6362,51.84317777732274,图网络——悄然兴起的深度学习新浪潮 | AI&Society第八期回顾,6,24.826966656826524,29.343031230478207
180,997,15.163279069934047,集智AI学园独家免费直播 | 北师大复杂系统夏令营名师专题讲座预告,4,8.808391119426735,-8.984941900008035
181,2888,46.15044004099785,理论危机 | 无标度网络遭到史上最严重质疑,6,26.77578913257031,25.58154597986994
182,2911,38.881192366002566,3.14：神奇的 π 日背后的神奇数学,10,-12.682565442230615,-39.047617224676515
183,2928,22.875714178020562,讲座报名：社会阶层与数字媒体中的注意力流动 | AI&Society南京站,15,-7.640679782885492,4.07394535142025
184,2949,25.368107102075882,意识机器？——AI视野（六）,6,12.076454634451775,20.463720184329024
185,2968,34.822819429159445,彩云ICLR 2018顶会论文带你进入“组合式神经编程”的世界,4,-4.645213648775702,-9.442305643317562
186,2985,33.19044189220676,2018：你的人工智能版图 | 转发,4,11.92656311037863,-2.018210721389192
187,3018,16.184714570512124,新年特辑 | 致21世纪的“采集者”们,14,20.910222483706054,-9.204897870178764
188,3034,15.424431425289116,自指——连接图形与衬底的金带,4,4.290076484892518,6.729023110602879
189,3128,20.18826537425518,自指机器的奥秘,4,10.851901484284568,6.300003882444614
190,3145,18.982012223268253,复杂度阈值与概率论中“漏洞”,13,7.044167360776021,9.755153695017524
191,2714,16.406273721298156,信息过载的年代，注意力才是你最稀缺的资源 |《走近2050》,16,16.17887862955488,41.07713131494501
192,2738,16.313134417482274,重磅综述：人工智能如何影响社会经济 | 100+ 参考文献打包放送,3,18.52621555578429,48.19801712908671
193,6577,43.918951167301515,贫穷限制了你的想象力？！| AI & Society第四期回顾,4,-16.743442497983413,24.994277995633944
194,7249,41.62638785197811,大数据会暴露你的社会阶层吗？ | AI & Society第四期回顾,13,0.7210499520577599,13.973430786320177
195,2820,50.36969804907147,复杂网络上的深度学习 | 南京讲座,5,-27.910510932355525,25.031802804656017
196,2832,26.562440391963605,明日活动：社会阶层与数字媒体中的注意力流动 | AI&Society南京站,1,-10.303648217310295,2.5795937047195894
197,2854,32.169968030651376,公开课 | 解读幂律分布与无标度网络,4,-8.841197934237846,-15.380559857601153
198,2868,28.61884459406975,Love is All You Need | 无标度网络理论之父Barabási回应史上最严重质疑,16,13.626413485679088,37.438119362661716
199,2233,15.762156714694079,2018第二届中国系统科学大会 | 5月12日现场直播b,12,0.9709137508257363,-4.3381216400642595
200,2250,23.069788393226474,人工智能助力神经科学：DeepMind 复现大脑空间导航方式！,4,11.225156568117765,7.825626326972013
201,2270,15.225480192579122,第二届中国系统科学大会即将在京召开,4,3.301889543908078,2.4297644485884704
202,2296,15.65082916091788,加入集智，一起复杂！集智俱乐部团队招新啦！,8,2.07650465262816,18.851793662652494
203,2322,15.303597186120868,第二届中国系统科学大会（CSSC2018）直播预告,4,5.031085425732706,-9.184673694710385
204,2340,18.600173743706513,比预测未来更重要的，是改变未来 | 数据科学公开课,11,-31.354640727300687,-14.684375701413586
205,2357,22.795039130586087,入门系统科学？你有一份系统科学导引待收.....,4,5.682361210202253,3.6422341294385276
206,2402,19.97335377779649,协调动力学：乐队如何奏出和谐音乐？| 复杂性文摘6篇,4,6.848327731270735,1.6838291731281092
207,2422,17.374867352871803,当对称性被打破，事情才开始变得有趣,11,-37.00243448207264,-9.296699554560082
208,2437,17.42102619042931,16年经验数据科学老司机，带你避开数据分析的15个大坑 | 公开课,4,-6.619991627143793,-8.919821463195582
209,3162,20.783696139212573,从意识的多重草稿模型到心流 | 新书推荐,6,13.209185675577503,29.429354846449492
210,3176,20.751017120943445,2017年人工智能与深度学习-年度大事件,13,5.904547402543638,6.868817048975634
211,3203,20.459254387493136,Nature专题报道：中国 AI 人才争夺战，你在哪里？,6,6.181800214465786,22.371928034065203
212,3216,19.1556190572407,大数之道——人脑与电脑的对比,4,8.350056280182812,8.031488791551405
213,3234,19.04480876136951,高校联盟 | 第二届中国系统科学大会CSSC2018征文篇,4,-6.533641740064861,-10.396083920772965
214,3248,16.02673653263198,大江大海2018: 冲浪科技之巅不可错过的十大数字前沿趋势,13,3.0488822410209084,9.976103460323216
215,3277,15.284424320443089,独家直播：AI in Urban Life集智x阿里分论坛|网络科学顶级国际大会NetSciX2018,4,-3.3215186824081253,4.770597052743928
216,3304,19.442426243384986,活动回看：颠覆式创新一百年&AI走进社会生活发展前沿追踪  | AI&Society第三期,4,2.3492073801599527,5.355158490912061
217,3360,18.579977848858814,早鸟特惠倒计时 | AI×金融系列直播课,4,0.7294841190969524,-2.4623621377098046
218,3372,35.44981910579171,阿里-集智分论坛：AI in Urban Life|网络科学顶级国际大会NetSciX2018,4,-7.873153077913123,9.084689606056266
219,3792,25.102388524997377,重磅Science论文：用人工神经网络解决量子多体问题,4,-7.383590693056776,14.615080164559183
220,3820,16.096644290485266,人工智能在量子物理中的应用 | 集智俱乐部上海活动,17,23.080747431239466,13.930307071044608
221,3833,20.91284627212095,人工智能在量子物理中的应用 | 上海活动,17,20.63492509105786,13.196554955282794
222,3846,15.062618455241642,2017年中国智能车未来挑战赛报名正式启动,0,7.599139378500218,-1.7753211886893392
223,3858,20.233245044075133,为什么他们要来集智AI学园学习 PyTorch？ | 早鸟福利倒计时,4,-12.357449877016503,4.339233524994676
224,3879,47.624125406921124,重磅系列课：火炬上的深度学习（下）,4,25.73818668213455,11.954055010619934
225,3898,23.102788351295068,就差你了!——北师大试验科学竞赛,0,10.390314510636944,-5.222424253272658
226,3913,21.84879577487829,Google AutoML项目：自创生理论的实践,4,3.5328756927527656,4.208162374691538
227,3927,17.823540964754585,设计你自己的众包实验 | breadboard简介,5,-21.13212462389129,14.44922408697969
228,3949,18.730788782186643,百词斩的复杂性思维 | 张江,4,-11.791114127874847,-4.901931293831998
229,3966,15.839532755593854,饮水思源：漫谈人工智能与人类智慧 | 王雄,0,8.139489884504643,1.5952749802948798
230,3984,16.71684987040438,思维碰撞：人工智能社会的憧憬和忧虑 | 活动总结,13,3.0670683419574862,7.339518346452177
231,4012,15.165423572147123,AI不是来让人们失业的，是让人们更真诚相对的 | 尹相志,15,-12.800083806896312,5.27879711195087
232,4026,19.302329558659746,王飞跃｜智能科技与新轴心时代：未来的起源与目标,13,6.737702612468105,20.425525679580485
233,4041,15.459909680314038,"校招 | Momenta, 你一定不能错过的自动驾驶公司",18,-24.250754891405908,4.43470320201975
234,4075,15.755869083133295,招聘 | 慧拓：开拓你的移动智慧空间,4,3.8970530694184187,-1.6384565153077375
235,4090,31.94261761114486,推荐 | 为新期刊Complex & Intelligent Systems疯狂打call！！,15,-13.87143253202095,3.286551751168406
236,4102,17.138033057190157,深度学习与人工智能发展趋势展望——集智上海站,8,1.6171637711293632,30.43295101335927
